100307_3T,rfMRI_REST1_RL_preproc,0.0761625
100307_3T,rfMRI_REST1_LR_preproc,0.0622542
100307_3T,rfMRI_REST2_RL_preproc,0.0644781
100307_3T,rfMRI_REST2_LR_preproc,0.0591006
100408_3T,rfMRI_REST1_LR_preproc,0.106124
100408_3T,rfMRI_REST2_RL_preproc,0.0899544
100408_3T,rfMRI_REST2_LR_preproc,0.102772
100408_3T,rfMRI_REST1_RL_preproc,0.0939149
101006_3T,rfMRI_REST2_LR_preproc,0.0916466
101006_3T,rfMRI_REST1_RL_preproc,0.0810702
101006_3T,rfMRI_REST2_RL_preproc,0.0776298
101006_3T,rfMRI_REST1_LR_preproc,0.0948787
101915_3T,rfMRI_REST1_RL_preproc,0.0952612
101915_3T,rfMRI_REST1_LR_preproc,0.0909439
101915_3T,rfMRI_REST2_LR_preproc,0.0680769
101915_3T,rfMRI_REST2_RL_preproc,0.0841291
101107_3T,rfMRI_REST1_RL_preproc,0.0698303
101107_3T,rfMRI_REST1_LR_preproc,0.16511
101107_3T,rfMRI_REST2_LR_preproc,0.0899731
101107_3T,rfMRI_REST2_RL_preproc,0.0785432
103414_3T,rfMRI_REST1_RL_preproc,0.0795817
103414_3T,rfMRI_REST2_LR_preproc,0.0691624
103414_3T,rfMRI_REST1_LR_preproc,0.0686336
103414_3T,rfMRI_REST2_RL_preproc,0.0623803
101410_3T,rfMRI_REST1_LR_preproc,0.0911527
101410_3T,rfMRI_REST1_RL_preproc,0.0946612
103515_3T,rfMRI_REST1_LR_preproc,0.117846
103515_3T,rfMRI_REST1_RL_preproc,0.1129
103515_3T,rfMRI_REST2_RL_preproc,0.173427
103515_3T,rfMRI_REST2_LR_preproc,0.148865
102008_3T,rfMRI_REST1_RL_preproc,0.0936535
102008_3T,rfMRI_REST1_LR_preproc,0.116915
102008_3T,rfMRI_REST2_LR_preproc,0.157176
102008_3T,rfMRI_REST2_RL_preproc,0.201719
102311_3T,rfMRI_REST1_RL_preproc,0.077215
102311_3T,rfMRI_REST1_LR_preproc,0.0811486
102311_3T,rfMRI_REST2_LR_preproc,0.126213
102311_3T,rfMRI_REST2_RL_preproc,0.115734
103818_3T,rfMRI_REST1_RL_preproc,0.0922403
103818_3T,rfMRI_REST2_LR_preproc,0.0895274
103818_3T,rfMRI_REST1_LR_preproc,0.103672
103818_3T,rfMRI_REST2_RL_preproc,0.0921655
104820_3T,rfMRI_REST1_LR_preproc,0.212404
104820_3T,rfMRI_REST1_RL_preproc,0.10111
104820_3T,rfMRI_REST2_LR_preproc,0.124023
104820_3T,rfMRI_REST2_RL_preproc,0.209568
105115_3T,rfMRI_REST1_RL_preproc,0.0645389
105115_3T,rfMRI_REST2_LR_preproc,0.0705207
105115_3T,rfMRI_REST1_LR_preproc,0.0653098
105115_3T,rfMRI_REST2_RL_preproc,0.0595736
105014_3T,rfMRI_REST1_RL_preproc,0.0897726
105014_3T,rfMRI_REST1_LR_preproc,0.0677193
105014_3T,rfMRI_REST2_LR_preproc,0.0688612
105014_3T,rfMRI_REST2_RL_preproc,0.0616289
106016_3T,rfMRI_REST1_RL_preproc,0.105928
106016_3T,rfMRI_REST1_LR_preproc,0.0886393
106016_3T,rfMRI_REST2_RL_preproc,0.0732211
106016_3T,rfMRI_REST2_LR_preproc,0.0812236
107321_3T,rfMRI_REST1_RL_preproc,0.0673749
107321_3T,rfMRI_REST1_LR_preproc,0.0730162
107321_3T,rfMRI_REST2_LR_preproc,0.0466304
107321_3T,rfMRI_REST2_RL_preproc,0.0410221
111312_3T,rfMRI_REST1_RL_preproc,0.0764148
111312_3T,rfMRI_REST1_LR_preproc,0.0851883
111312_3T,rfMRI_REST2_RL_preproc,0.0785732
111312_3T,rfMRI_REST2_LR_preproc,0.0772517
108121_3T,rfMRI_REST1_RL_preproc,0.158019
108121_3T,rfMRI_REST2_LR_preproc,0.139653
108121_3T,rfMRI_REST2_RL_preproc,0.152411
108121_3T,rfMRI_REST1_LR_preproc,0.140978
111514_3T,rfMRI_REST2_LR_preproc,0.0547267
111514_3T,rfMRI_REST1_RL_preproc,0.0519104
111514_3T,rfMRI_REST1_LR_preproc,0.0552285
111514_3T,rfMRI_REST2_RL_preproc,0.0685264
108525_3T,rfMRI_REST2_LR_preproc,0.0693864
108525_3T,rfMRI_REST1_RL_preproc,0.071369
108525_3T,rfMRI_REST2_RL_preproc,0.0795472
108525_3T,rfMRI_REST1_LR_preproc,0.0724518
111716_3T,rfMRI_REST1_RL_preproc,0.0946518
111716_3T,rfMRI_REST1_LR_preproc,0.092184
111716_3T,rfMRI_REST2_RL_preproc,0.0937677
111716_3T,rfMRI_REST2_LR_preproc,0.10134
108828_3T,rfMRI_REST1_RL_preproc,0.0945217
108828_3T,rfMRI_REST2_RL_preproc,0.153673
108828_3T,rfMRI_REST1_LR_preproc,0.119906
108828_3T,rfMRI_REST2_LR_preproc,0.106243
113215_3T,rfMRI_REST1_RL_preproc,0.0614618
113215_3T,rfMRI_REST1_LR_preproc,0.0625854
113215_3T,rfMRI_REST2_RL_preproc,0.0542686
113215_3T,rfMRI_REST2_LR_preproc,0.054511
109123_3T,rfMRI_REST2_RL_preproc,0.158048
109123_3T,rfMRI_REST2_LR_preproc,0.11726
109123_3T,rfMRI_REST1_LR_preproc,0.129053
109123_3T,rfMRI_REST1_RL_preproc,0.10744
111413_3T,rfMRI_REST1_RL_preproc,0.0681074
111413_3T,rfMRI_REST1_LR_preproc,0.0738409
111413_3T,rfMRI_REST2_LR_preproc,0.0745706
111413_3T,rfMRI_REST2_RL_preproc,0.0802041
113619_3T,rfMRI_REST2_LR_preproc,0.0711576
113619_3T,rfMRI_REST2_RL_preproc,0.0984509
113619_3T,rfMRI_REST1_RL_preproc,0.0664367
113619_3T,rfMRI_REST1_LR_preproc,0.0761229
113821_3T,rfMRI_REST1_RL_preproc,0.0791767
113821_3T,rfMRI_REST1_LR_preproc,0.0810189
114924_3T,rfMRI_REST1_RL_preproc,0.11237
114924_3T,rfMRI_REST2_RL_preproc,0.170529
114924_3T,rfMRI_REST2_LR_preproc,0.190521
114924_3T,rfMRI_REST1_LR_preproc,0.183888
113922_3T,rfMRI_REST1_RL_preproc,0.0677523
113922_3T,rfMRI_REST1_LR_preproc,0.0931443
113922_3T,rfMRI_REST2_LR_preproc,0.0846142
113922_3T,rfMRI_REST2_RL_preproc,0.0672953
115320_3T,rfMRI_REST1_RL_preproc,0.106722
115320_3T,rfMRI_REST1_LR_preproc,0.103236
115320_3T,rfMRI_REST2_LR_preproc,0.119618
115320_3T,rfMRI_REST2_RL_preproc,0.136612
116524_3T,rfMRI_REST1_RL_preproc,0.142335
116524_3T,rfMRI_REST1_LR_preproc,0.133068
116524_3T,rfMRI_REST2_LR_preproc,0.150076
116524_3T,rfMRI_REST2_RL_preproc,0.208125
116120_3T,rfMRI_REST1_RL_preproc,0.0976218
118528_3T,rfMRI_REST1_LR_preproc,0.0652908
118528_3T,rfMRI_REST2_RL_preproc,0.0654135
118528_3T,rfMRI_REST1_RL_preproc,0.0633424
118528_3T,rfMRI_REST2_LR_preproc,0.0705512
117122_3T,rfMRI_REST1_RL_preproc,0.0843582
117122_3T,rfMRI_REST2_LR_preproc,0.0813266
117122_3T,rfMRI_REST1_LR_preproc,0.101582
117122_3T,rfMRI_REST2_RL_preproc,0.0986263
118730_3T,rfMRI_REST1_LR_preproc,0.0878455
118730_3T,rfMRI_REST1_RL_preproc,0.0914289
118730_3T,rfMRI_REST2_LR_preproc,0.0997597
118730_3T,rfMRI_REST2_RL_preproc,0.0913513
120515_3T,rfMRI_REST1_RL_preproc,0.104795
120515_3T,rfMRI_REST1_LR_preproc,0.0974427
120515_3T,rfMRI_REST2_LR_preproc,0.105237
120515_3T,rfMRI_REST2_RL_preproc,0.0916132
121315_3T,rfMRI_REST1_RL_preproc,0.140802
121315_3T,rfMRI_REST1_LR_preproc,0.208773
118932_3T,rfMRI_REST1_RL_preproc,0.0879167
118932_3T,rfMRI_REST2_RL_preproc,0.090424
118932_3T,rfMRI_REST2_LR_preproc,0.077612
118932_3T,rfMRI_REST1_LR_preproc,0.0883836
121618_3T,rfMRI_REST1_RL_preproc,0.0597762
121618_3T,rfMRI_REST1_LR_preproc,0.0563124
121618_3T,rfMRI_REST2_LR_preproc,0.0615468
121618_3T,rfMRI_REST2_RL_preproc,0.0540539
120212_3T,rfMRI_REST1_RL_preproc,0.103625
120212_3T,rfMRI_REST2_RL_preproc,0.118444
120212_3T,rfMRI_REST2_LR_preproc,0.111127
120212_3T,rfMRI_REST1_LR_preproc,0.0997137
122620_3T,rfMRI_REST1_LR_preproc,0.0620765
122620_3T,rfMRI_REST1_RL_preproc,0.0696624
122620_3T,rfMRI_REST2_LR_preproc,0.0504481
122620_3T,rfMRI_REST2_RL_preproc,0.0452257
122317_3T,rfMRI_REST1_RL_preproc,0.0565602
122317_3T,rfMRI_REST1_LR_preproc,0.0793183
122317_3T,rfMRI_REST2_LR_preproc,0.0727697
122317_3T,rfMRI_REST2_RL_preproc,0.0977402
123925_3T,rfMRI_REST1_RL_preproc,0.0966984
123925_3T,rfMRI_REST1_LR_preproc,0.0974107
123925_3T,rfMRI_REST2_LR_preproc,0.098492
123925_3T,rfMRI_REST2_RL_preproc,0.0963945
124220_3T,rfMRI_REST1_RL_preproc,0.284997
124220_3T,rfMRI_REST1_LR_preproc,0.346047
124220_3T,rfMRI_REST2_LR_preproc,0.20036
124220_3T,rfMRI_REST2_RL_preproc,0.25857
123117_3T,rfMRI_REST1_RL_preproc,0.156247
123117_3T,rfMRI_REST2_LR_preproc,0.131048
123117_3T,rfMRI_REST1_LR_preproc,0.163235
123117_3T,rfMRI_REST2_RL_preproc,0.138699
128127_3T,rfMRI_REST1_RL_preproc,0.0624253
128127_3T,rfMRI_REST1_LR_preproc,0.0547918
128127_3T,rfMRI_REST2_LR_preproc,0.0650449
128127_3T,rfMRI_REST2_RL_preproc,0.0505035
124422_3T,rfMRI_REST1_RL_preproc,0.0635762
124422_3T,rfMRI_REST1_LR_preproc,0.0641228
124422_3T,rfMRI_REST2_LR_preproc,0.0544925
124422_3T,rfMRI_REST2_RL_preproc,0.0578852
128329_3T,rfMRI_REST1_LR_preproc,0.138059
128329_3T,rfMRI_REST1_RL_preproc,0.102847
133019_3T,rfMRI_REST1_RL_preproc,0.0976595
133019_3T,rfMRI_REST2_RL_preproc,0.0735408
133019_3T,rfMRI_REST1_LR_preproc,0.081962
133019_3T,rfMRI_REST2_LR_preproc,0.0744847
125525_3T,rfMRI_REST1_RL_preproc,0.115946
